date,quantity_used,material,unit_price,lead_time_days,late_delivery_risk,region,shipping_mode
2015-07-29,59,Perfect Fitness Perfect Rip Deck,59.99000168,2.4,1,Western Europe,Standard Class
2015-07-29,5,TYR Boys' Team Digi Jammer,39.99000168,2.0,1,Western Europe,First Class
2015-07-29,4,Team Golf New England Patriots Putter Grip,24.98999977,0.0,0,Southern Europe,Same Day
2015-07-29,7,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,5.5,1,Southern Europe,Standard Class
2015-07-29,5,Titleist Pro V1x High Numbers Personalized Go,51.99000168,6.0,1,Northern Europe,Standard Class
2015-07-29,15,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.0,1,Northern Europe,Standard Class
2015-07-29,8,Under Armour Men's Compression EV SL Slide,44.99000168,3.0,0,Northern Europe,Standard Class
2015-07-29,5,Under Armour Women's Ignite PIP VI Slide,31.98999977,5.0,1,Southern Europe,Standard Class
2015-07-29,2,adidas Men's Germany Black Crest Away Tee,25.0,4.0,0,Southern Europe,Standard Class
2015-07-30,5,Bag Boy Beverage Holder,24.98999977,6.0,1,Northern Europe,Second Class
2015-07-30,4,Clicgear Rovic Cooler Bag,39.99000168,2.0,0,Western Europe,Second Class
2015-07-30,7,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.9,1,Western Europe,Second Class
2015-07-30,15,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.3,1,Northern Europe,Second Class
2015-07-30,2,Glove It Imperial Golf Towel,15.98999977,6.0,1,Northern Europe,Second Class
2015-07-30,5,Glove It Women's Mod Oval Golf Glove,19.98999977,4.0,1,Western Europe,Second Class
2015-07-30,16,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.7,1,Northern Europe,Second Class
2015-07-30,5,Nike Men's Comfort 2 Slide,44.99000168,6.0,1,Southern Europe,Standard Class
2015-07-30,1,Nike Men's Deutschland Weltmeister Winners Bl,30.0,4.0,1,Northern Europe,Second Class
2015-07-30,65,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.6,1,Northern Europe,Second Class
2015-07-30,30,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.5,1,Northern Europe,Standard Class
2015-07-30,45,O'Brien Men's Neoprene Life Vest,49.97999954,2.4,1,Western Europe,Second Class
2015-07-30,16,Pelican Sunstream 100 Kayak,199.9900055,3.8,1,Southern Europe,Standard Class
2015-07-30,73,Perfect Fitness Perfect Rip Deck,59.99000168,3.1,1,Southern Europe,First Class
2015-07-30,2,TYR Boys' Team Digi Jammer,39.99000168,2.0,0,Northern Europe,Standard Class
2015-07-30,4,Team Golf Texas Longhorns Putter Grip,24.98999977,3.0,1,Western Europe,Second Class
2015-07-30,4,Titleist Pro V1x Golf Balls,47.99000168,2.0,1,Southern Europe,First Class
2015-07-30,2,Top Flite Women's 2014 XL Hybrid,19.98999977,6.0,1,Northern Europe,Standard Class
2015-07-30,15,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2.0,1,Western Europe,Same Day
2015-07-30,5,Under Armour Men's Tech II T-Shirt,24.98999977,2.0,1,Northern Europe,First Class
2015-07-30,5,adidas Men's Germany Black Crest Away Tee,25.0,6.0,1,Northern Europe,Standard Class
2015-07-31,8,Clicgear Rovic Cooler Bag,39.99000168,3.5,1,Western Europe,Standard Class
2015-07-31,15,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.8,1,Northern Europe,Standard Class
2015-07-31,17,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.5,1,Northern Europe,First Class
2015-07-31,3,Glove It Women's Imperial Golf Glove,19.98999977,3.0,0,Southern Europe,Standard Class
2015-07-31,1,Glove It Women's Mod Oval Golf Glove,19.98999977,4.0,0,Southern Europe,Standard Class
2015-07-31,3,Hirzl Women's Soffft Flex Golf Glove,17.98999977,3.0,0,Western Europe,Standard Class
2015-07-31,15,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.7,1,Northern Europe,First Class
2015-07-31,4,Nike Men's Deutschland Weltmeister Winners Bl,30.0,5.0,1,Western Europe,Standard Class
2015-07-31,43,Nike Men's Dri-FIT Victory Golf Polo,50.0,4.1,1,Western Europe,Standard Class
2015-07-31,34,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.6,1,Northern Europe,Standard Class
2015-07-31,2,Nike Women's Tempo Shorts,30.0,4.0,0,Western Europe,Standard Class
2015-07-31,36,O'Brien Men's Neoprene Life Vest,49.97999954,4.2,1,Western Europe,Standard Class
2015-07-31,10,Pelican Sunstream 100 Kayak,199.9900055,3.1,1,Western Europe,Standard Class
2015-07-31,81,Perfect Fitness Perfect Rip Deck,59.99000168,3.3,1,Western Europe,Standard Class
2015-07-31,5,Team Golf Tennessee Volunteers Putter Grip,24.98999977,2.0,0,Western Europe,Second Class
2015-07-31,5,Top Flite Women's 2014 XL Hybrid,19.98999977,4.0,0,Western Europe,Standard Class
2015-07-31,13,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.3,1,Northern Europe,Standard Class
2015-07-31,3,Under Armour Kids' Mercenary Slide,27.98999977,2.0,0,Northern Europe,Standard Class
2015-07-31,3,Under Armour Women's Ignite Slide,31.98999977,3.0,0,Western Europe,Standard Class
2015-07-31,6,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,3.5,0,Northern Europe,Standard Class
2015-07-31,5,adidas Men's Germany Black Crest Away Tee,25.0,2.0,0,Northern Europe,Standard Class
2015-08-01,3,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,4.0,0,Western Europe,Standard Class
2015-08-01,4,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,6.0,1,Western Europe,Standard Class
2015-08-01,11,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.8,1,Southern Europe,Standard Class
2015-08-01,4,ENO Atlas Hammock Straps,29.98999977,2.0,0,Western Europe,Standard Class
2015-08-01,16,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4.4,1,Northern Europe,Second Class
2015-08-01,3,Glove It Imperial Golf Towel,15.98999977,5.0,1,Western Europe,Standard Class
2015-08-01,5,Glove It Women's Imperial Golf Glove,19.98999977,5.0,1,Southern Europe,Second Class
2015-08-01,3,Glove It Women's Mod Oval Golf Glove,19.98999977,6.0,1,Western Europe,Second Class
2015-08-01,5,Hirzl Men's Hybrid Golf Glove,14.98999977,2.0,1,Southern Europe,First Class
2015-08-01,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Western Europe,Second Class
2015-08-01,33,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.3,1,Southern Europe,First Class
2015-08-01,25,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.0,1,Western Europe,Second Class
2015-08-01,2,Nike Women's Legend V-Neck T-Shirt,25.0,2.0,0,Southern Europe,Standard Class
2015-08-01,48,O'Brien Men's Neoprene Life Vest,49.97999954,3.8,1,Northern Europe,Standard Class
2015-08-01,11,Pelican Sunstream 100 Kayak,199.9900055,3.3,1,Western Europe,Standard Class
2015-08-01,59,Perfect Fitness Perfect Rip Deck,59.99000168,3.9,1,Western Europe,Second Class
2015-08-01,2,Team Golf St. Louis Cardinals Putter Grip,24.98999977,5.0,1,Western Europe,Standard Class
2015-08-01,26,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.8,1,Southern Europe,First Class
2015-08-01,1,Under Armour Men's Compression EV SL Slide,44.99000168,3.0,0,Western Europe,Standard Class
2015-08-01,5,Under Armour Men's Tech II T-Shirt,24.98999977,6.0,1,Western Europe,Standard Class
2015-08-02,5,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,2.0,1,Western Europe,First Class
2015-08-02,3,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,3.0,0,Western Europe,Standard Class
2015-08-02,5,Clicgear 8.0 Shoe Brush,9.989999771,6.0,1,Western Europe,Second Class
2015-08-02,15,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.0,1,Western Europe,Second Class
2015-08-02,19,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.6,1,Western Europe,Second Class
2015-08-02,3,Glove It Women's Imperial Golf Glove,19.98999977,2.0,1,Western Europe,First Class
2015-08-02,3,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,2.0,0,Western Europe,Second Class
2015-08-02,22,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Western Europe,Second Class
2015-08-02,4,Nike Men's Comfort 2 Slide,44.99000168,2.0,0,Western Europe,Second Class
2015-08-02,34,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.0,1,Western Europe,Second Class
2015-08-02,44,Nike Men's Free 5.0+ Running Shoe,99.98999786,2.9,1,Western Europe,Standard Class
2015-08-02,37,O'Brien Men's Neoprene Life Vest,49.97999954,4.1,1,Western Europe,First Class
2015-08-02,20,Pelican Sunstream 100 Kayak,199.9900055,3.4,1,Northern Europe,Standard Class
2015-08-02,55,Perfect Fitness Perfect Rip Deck,59.990001680000006,3.1,1,Southern Europe,Standard Class
2015-08-02,4,TYR Boys' Team Digi Jammer,39.99000168,2.0,1,Northern Europe,First Class
2015-08-02,4,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,5.0,1,Western Europe,Standard Class
2015-08-02,1,Top Flite Women's 2014 XL Hybrid,19.98999977,6.0,1,Southern Europe,Standard Class
2015-08-02,38,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.2,1,Western Europe,First Class
2015-08-02,3,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,5.0,1,Northern Europe,Standard Class
2015-08-02,1,Under Armour Men's Compression EV SL Slide,44.99000168,2.0,1,Western Europe,First Class
2015-08-02,5,Under Armour Women's Ignite Slide,31.98999977,2.0,1,Northern Europe,First Class
2015-08-03,1,Bag Boy Beverage Holder,24.98999977,3.0,1,Western Europe,Second Class
2015-08-03,8,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.5,1,Western Europe,Standard Class
2015-08-03,5,ENO Atlas Hammock Straps,29.98999977,3.0,0,Western Europe,Standard Class
2015-08-03,16,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.7,1,Western Europe,Standard Class
2015-08-03,1,Glove It Imperial Golf Towel,15.98999977,3.0,0,Western Europe,Standard Class
2015-08-03,4,Glove It Urban Brick Golf Towel,15.98999977,5.0,1,Western Europe,Standard Class
2015-08-03,2,Hirzl Men's Hybrid Golf Glove,14.98999977,1.0,1,Western Europe,Same Day
2015-08-03,7,Hirzl Women's Soffft Flex Golf Glove,17.98999977,4.5,1,Southern Europe,Standard Class
2015-08-03,5,Nike Dri-FIT Crew Sock 6 Pack,22.0,3.0,0,Western Europe,Standard Class
2015-08-03,20,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.2,1,Western Europe,First Class
2015-08-03,45,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.7,1,Western Europe,Standard Class
2015-08-03,30,Nike Men's Free 5.0+ Running Shoe,99.98999786,2.7,1,Western Europe,Standard Class
2015-08-03,5,Nike Women's Tempo Shorts,30.0,3.5,1,Western Europe,Second Class
2015-08-03,68,O'Brien Men's Neoprene Life Vest,49.97999954,3.2,1,Western Europe,Standard Class
2015-08-03,20,Pelican Sunstream 100 Kayak,199.9900055,3.8,1,Western Europe,Standard Class
2015-08-03,82,Perfect Fitness Perfect Rip Deck,59.990001680000006,3.9,1,Western Europe,Standard Class
2015-08-03,8,Team Golf Tennessee Volunteers Putter Grip,24.98999977,3.0,1,Southern Europe,First Class
2015-08-03,5,Top Flite Women's 2014 XL Hybrid,19.98999977,4.0,0,Northern Europe,Standard Class
2015-08-03,22,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.1,1,Western Europe,Same Day
2015-08-03,4,adidas Kids' F5 Messi FG Soccer Cleat,34.99000168,3.0,1,Southern Europe,Second Class
2015-08-03,2,adidas Youth Germany Black/Red Away Match Soc,70.0,4.0,0,Western Europe,Standard Class
2015-08-04,5,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,4.0,0,Western Europe,Standard Class
2015-08-04,3,Columbia Men's PFG Anchor Tough T-Shirt,30.0,2.0,0,Northern Europe,Second Class
2015-08-04,15,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.8,1,Western Europe,Standard Class
2015-08-04,18,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.0,1,Northern Europe,Second Class
2015-08-04,9,Glove It Imperial Golf Towel,15.98999977,3.0,1,Northern Europe,Second Class
2015-08-04,8,Glove It Urban Brick Golf Towel,15.98999977,3.0,1,Southern Europe,First Class
2015-08-04,2,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,2.0,0,Northern Europe,Second Class
2015-08-04,30,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.7,1,Northern Europe,Second Class
2015-08-04,5,Nike Men's Comfort 2 Slide,44.99000168,5.0,1,Northern Europe,Second Class
2015-08-04,45,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.2,1,Western Europe,Same Day
2015-08-04,27,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.9,1,Western Europe,Standard Class
2015-08-04,52,O'Brien Men's Neoprene Life Vest,49.97999954,3.5,1,Southern Europe,First Class
2015-08-04,8,Pelican Sunstream 100 Kayak,199.9900055,3.2,1,Western Europe,Second Class
2015-08-04,95,Perfect Fitness Perfect Rip Deck,59.99000168,3.1,1,Western Europe,Standard Class
2015-08-04,3,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,5.0,1,Western Europe,Standard Class
2015-08-04,5,Team Golf San Francisco Giants Putter Grip,24.98999977,6.0,1,Western Europe,Second Class
2015-08-04,2,Titleist Pro V1x Golf Balls,47.99000168,2.0,1,Southern Europe,First Class
2015-08-04,2,Top Flite Women's 2014 XL Hybrid,19.98999977,5.0,1,Western Europe,Second Class
2015-08-04,15,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.1,1,Western Europe,Standard Class
2015-08-04,3,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,3.0,1,Northern Europe,Second Class
2015-08-05,4,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,5.0,1,Northern Europe,Standard Class
2015-08-05,2,Clicgear 8.0 Shoe Brush,9.989999771,3.0,0,Western Europe,Standard Class
2015-08-05,11,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.5,1,Western Europe,Standard Class
2015-08-05,14,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.9,1,Western Europe,Standard Class
2015-08-05,5,Glove It Women's Mod Oval Golf Glove,19.98999977,2.0,1,Western Europe,First Class
2015-08-05,2,Hirzl Women's Soffft Flex Golf Glove,17.98999977,5.5,1,Western Europe,Second Class
2015-08-05,2,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,3.0,1,Western Europe,Second Class
2015-08-05,8,Nike Dri-FIT Crew Sock 6 Pack,22.0,4.5,1,Western Europe,Second Class
2015-08-05,24,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.4,1,Western Europe,Second Class
2015-08-05,81,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.8,1,Western Europe,Standard Class
2015-08-05,32,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.7,1,Western Europe,First Class
2015-08-05,4,Nike Women's Legend V-Neck T-Shirt,25.0,6.0,1,Western Europe,Standard Class
2015-08-05,4,Nike Women's Tempo Shorts,30.0,4.0,0,Western Europe,Standard Class
2015-08-05,55,O'Brien Men's Neoprene Life Vest,49.97999954,3.5,1,Southern Europe,Standard Class
2015-08-05,14,Pelican Sunstream 100 Kayak,199.9900055,3.9,1,Southern Europe,Standard Class
2015-08-05,63,Perfect Fitness Perfect Rip Deck,59.99000167999999,4.0,1,Western Europe,Standard Class
2015-08-05,3,Team Golf San Francisco Giants Putter Grip,24.98999977,2.0,1,Western Europe,First Class
2015-08-05,1,Team Golf St. Louis Cardinals Putter Grip,24.98999977,6.0,1,Western Europe,Second Class
2015-08-05,2,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,5.0,1,Western Europe,Standard Class
2015-08-05,1,Titleist Pro V1x Golf Balls,47.99000168,6.0,1,Northern Europe,Standard Class
2015-08-05,42,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.8,1,Southern Europe,Standard Class
2015-08-05,8,Under Armour Women's Ignite Slide,31.98999977,3.5,0,Western Europe,Standard Class
2015-08-05,2,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,6.0,1,Western Europe,Standard Class
2015-08-06,3,Columbia Men's PFG Anchor Tough T-Shirt,30.0,6.0,1,Western Europe,Standard Class
2015-08-06,18,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.5,1,Northern Europe,Standard Class
2015-08-06,5,ENO Atlas Hammock Straps,29.98999977,4.5,1,Southern Europe,Second Class
2015-08-06,16,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,2.6,1,Western Europe,Standard Class
2015-08-06,1,Glove It Women's Imperial Golf Glove,19.98999977,2.0,1,Southern Europe,First Class
2015-08-06,4,Hirzl Women's Soffft Flex Golf Glove,17.98999977,5.0,1,Western Europe,Second Class
2015-08-06,1,Nike Dri-FIT Crew Sock 6 Pack,22.0,2.0,1,Western Europe,First Class
2015-08-06,20,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Western Europe,Standard Class
2015-08-06,66,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.6,1,Western Europe,Standard Class
2015-08-06,31,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.3,1,Western Europe,Second Class
2015-08-06,52,O'Brien Men's Neoprene Life Vest,49.97999954,2.8,1,Northern Europe,First Class
2015-08-06,25,Pelican Sunstream 100 Kayak,199.9900055,3.2,1,Western Europe,First Class
2015-08-06,71,Perfect Fitness Perfect Rip Deck,59.99000168,3.3,1,Western Europe,Standard Class
2015-08-06,5,Team Golf New England Patriots Putter Grip,24.98999977,2.0,1,Southern Europe,First Class
2015-08-06,3,Team Golf Texas Longhorns Putter Grip,24.98999977,2.0,1,Western Europe,First Class
2015-08-06,9,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,5.4,1,Southern Europe,Second Class
2015-08-06,3,Under Armour Men's Tech II T-Shirt,24.98999977,2.0,0,Western Europe,Standard Class
2015-08-06,4,Under Armour Women's Ignite Slide,31.98999977,3.0,1,Western Europe,Second Class
2015-08-06,3,Under Armour Women's Micro G Skulpt Running S,54.97000122,2.0,1,Western Europe,First Class
2015-08-06,2,adidas Kids' F5 Messi FG Soccer Cleat,34.99000168,3.0,0,Southern Europe,Standard Class
2015-08-06,2,adidas Youth Germany Black/Red Away Match Soc,70.0,2.0,0,Southern Europe,Standard Class
2015-08-07,8,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,5.5,1,Western Europe,Second Class
2015-08-07,3,Clicgear Rovic Cooler Bag,39.99000168,2.0,1,Northern Europe,First Class
2015-08-07,14,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.1,1,Western Europe,Standard Class
2015-08-07,12,Field & Stream Sportsman 16 Gun Fire Safe,399.98001099999993,3.9,1,Western Europe,Second Class
2015-08-07,1,Glove It Urban Brick Golf Towel,15.98999977,2.0,0,Northern Europe,Second Class
2015-08-07,2,Glove It Women's Imperial Golf Glove,19.98999977,6.0,1,Western Europe,Standard Class
2015-08-07,4,Glove It Women's Mod Oval Golf Glove,19.98999977,3.0,0,Western Europe,Standard Class
2015-08-07,2,Hirzl Men's Hybrid Golf Glove,14.98999977,3.0,0,Western Europe,Standard Class
2015-08-07,3,Hirzl Women's Soffft Flex Golf Glove,17.98999977,2.0,1,Southern Europe,First Class
2015-08-07,24,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.2,1,Southern Europe,Standard Class
2015-08-07,5,Nike Men's Comfort 2 Slide,44.99000168,2.0,1,Western Europe,First Class
2015-08-07,61,Nike Men's Dri-FIT Victory Golf Polo,50.0,4.0,1,Southern Europe,Standard Class
2015-08-07,24,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.3,1,Southern Europe,Standard Class
2015-08-07,62,O'Brien Men's Neoprene Life Vest,49.97999954,3.3,1,Western Europe,Standard Class
2015-08-07,13,Pelican Sunstream 100 Kayak,199.9900055,3.2,1,Southern Europe,Second Class
2015-08-07,75,Perfect Fitness Perfect Rip Deck,59.99000167999999,3.7,1,Western Europe,Second Class
2015-08-07,5,Team Golf San Francisco Giants Putter Grip,24.98999977,5.0,1,Southern Europe,Standard Class
2015-08-07,3,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,5.0,1,Southern Europe,Standard Class
2015-08-07,5,Titleist Pro V1x Golf Balls,47.99000168,6.0,1,Western Europe,Standard Class
2015-08-07,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.3,1,Southern Europe,Standard Class
2015-08-07,9,Under Armour Women's Ignite Slide,31.98999977,3.5,1,Western Europe,Standard Class
2015-08-07,5,adidas Men's Germany Black Crest Away Tee,25.0,2.0,1,Northern Europe,First Class
2015-08-08,3,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,3.0,0,Western Europe,Standard Class
2015-08-08,1,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,6.0,1,Western Europe,Standard Class
2015-08-08,7,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.7,1,Western Europe,Standard Class
2015-08-08,11,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.8,1,Southern Europe,Second Class
2015-08-08,1,Glove It Imperial Golf Towel,15.98999977,5.0,1,Western Europe,Standard Class
2015-08-08,5,Nike Dri-FIT Crew Sock 6 Pack,22.0,5.0,1,Western Europe,Second Class
2015-08-08,16,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.7,1,Northern Europe,Standard Class
2015-08-08,42,Nike Men's Dri-FIT Victory Golf Polo,50.0,4.2,1,Western Europe,Standard Class
2015-08-08,21,Nike Men's Free 5.0+ Running Shoe,99.98999786,2.7,1,Northern Europe,Standard Class
2015-08-08,52,O'Brien Men's Neoprene Life Vest,49.97999954,3.8,1,Western Europe,Second Class
2015-08-08,6,Pelican Sunstream 100 Kayak,199.99000549999997,4.7,1,Western Europe,Second Class
2015-08-08,56,Perfect Fitness Perfect Rip Deck,59.99000168,3.6,1,Northern Europe,Standard Class
2015-08-08,5,TYR Boys' Team Digi Jammer,39.99000168,3.0,0,Southern Europe,Standard Class
2015-08-08,6,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,4.0,0,Western Europe,Standard Class
2015-08-08,2,Titleist Pro V1x Golf Balls,47.99000168,3.0,1,Southern Europe,Second Class
2015-08-08,5,Titleist Pro V1x High Numbers Personalized Go,51.99000168,3.0,0,Southern Europe,Standard Class
2015-08-08,5,Top Flite Women's 2014 XL Hybrid,19.98999977,4.0,0,Southern Europe,Standard Class
2015-08-08,34,Under Armour Girls' Toddler Spine Surge Runni,39.99000167999999,3.0,1,Southern Europe,Second Class
2015-08-08,3,Under Armour Women's Ignite PIP VI Slide,31.98999977,6.0,1,Southern Europe,Second Class
2015-08-09,2,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,6.0,1,Northern Europe,Standard Class
2015-08-09,5,Clicgear Rovic Cooler Bag,39.99000168,5.0,1,Western Europe,Second Class
2015-08-09,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.4,1,Southern Europe,First Class
2015-08-09,11,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,2.8,1,Southern Europe,First Class
2015-08-09,1,Glove It Imperial Golf Towel,15.98999977,4.0,0,Southern Europe,Standard Class
2015-08-09,1,Glove It Women's Imperial Golf Glove,19.98999977,4.0,0,Southern Europe,Standard Class
2015-08-09,3,Glove It Women's Mod Oval Golf Glove,19.98999977,2.0,0,Western Europe,Second Class
2015-08-09,3,Hirzl Women's Hybrid Golf Glove,14.98999977,2.0,0,Southern Europe,Standard Class
2015-08-09,3,Nike Dri-FIT Crew Sock 6 Pack,22.0,3.0,0,Southern Europe,Standard Class
2015-08-09,19,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.5,1,Southern Europe,First Class
2015-08-09,1,Nike Men's Deutschland Weltmeister Winners Bl,30.0,3.0,0,Southern Europe,Standard Class
2015-08-09,38,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.5,1,Southern Europe,First Class
2015-08-09,32,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.0,1,Western Europe,Standard Class
2015-08-09,6,Nike Women's Legend V-Neck T-Shirt,25.0,3.0,1,Western Europe,First Class
2015-08-09,39,O'Brien Men's Neoprene Life Vest,49.97999954,3.7,1,Southern Europe,Second Class
2015-08-09,6,Pelican Sunstream 100 Kayak,199.99000549999997,3.7,1,Western Europe,First Class
2015-08-09,70,Perfect Fitness Perfect Rip Deck,59.99000168,3.6,1,Southern Europe,Standard Class
2015-08-09,4,TYR Boys' Team Digi Jammer,39.99000168,3.0,0,Northern Europe,Standard Class
2015-08-09,5,Team Golf San Francisco Giants Putter Grip,24.98999977,2.0,0,Northern Europe,Standard Class
2015-08-09,2,Titleist Pro V1x Golf Balls,47.99000168,5.0,1,Western Europe,Standard Class
2015-08-09,9,Titleist Pro V1x High Numbers Personalized Go,51.99000168,5.0,1,Western Europe,Standard Class
2015-08-09,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.4,1,Western Europe,Standard Class
2015-08-09,8,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,2.5,1,Northern Europe,Standard Class
2015-08-09,3,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,4.0,0,Southern Europe,Standard Class
2015-08-10,1,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,5.0,1,Southern Europe,Standard Class
2015-08-10,2,Clicgear 8.0 Shoe Brush,9.989999771,2.0,0,Western Europe,Standard Class
2015-08-10,4,Columbia Men's PFG Anchor Tough T-Shirt,30.0,4.0,0,Northern Europe,Standard Class
2015-08-10,10,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.1,1,Southern Europe,Standard Class
2015-08-10,17,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,2.9,1,Western Europe,First Class
2015-08-10,4,Glove It Women's Imperial Golf Glove,19.98999977,4.0,0,Southern Europe,Standard Class
2015-08-10,4,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,2.0,0,Western Europe,Standard Class
2015-08-10,21,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Southern Europe,Standard Class
2015-08-10,62,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.9,1,Western Europe,Standard Class
2015-08-10,40,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.3,1,Western Europe,Standard Class
2015-08-10,39,O'Brien Men's Neoprene Life Vest,49.97999954,3.8,1,Southern Europe,Standard Class
2015-08-10,14,Pelican Sunstream 100 Kayak,199.9900055,3.6,1,Southern Europe,Standard Class
2015-08-10,82,Perfect Fitness Perfect Rip Deck,59.99000168,3.6,1,Northern Europe,Standard Class
2015-08-10,3,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,6.0,1,Southern Europe,Second Class
2015-08-10,2,Titleist Pro V1x Golf Balls,47.99000168,2.0,0,Southern Europe,Standard Class
2015-08-10,5,Titleist Pro V1x High Numbers Golf Balls,47.99000168,4.0,1,Southern Europe,Second Class
2015-08-10,46,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.7,1,Southern Europe,Standard Class
2015-08-10,3,Under Armour Women's Micro G Skulpt Running S,54.97000122,3.5,1,Southern Europe,Second Class
2015-08-10,4,adidas Men's Germany Black Crest Away Tee,25.0,4.0,0,Northern Europe,Standard Class
2015-08-11,4,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,3.0,0,Western Europe,Standard Class
